# _tick,_time,frames,mean_episode_return_0,loss_0
3850,1760610498.175098,12320000,-0.06095321476459503,0.7230792045593262
3851,1760610498.723957,12323200,-0.06062749773263931,0.7267385721206665
3852,1760610499.3128517,12326400,-0.060468703508377075,0.7094696164131165
3853,1760610499.8871129,12329600,-0.0605754554271698,0.7118883728981018
3854,1760610500.5404816,12332800,-0.060472823679447174,0.7347580790519714
3855,1760610501.2132125,12336000,-0.060921624302864075,0.7265971899032593
3856,1760610501.7185266,12339200,-0.06068875640630722,0.7130473256111145
3857,1760610502.6937602,12342400,-0.06041506677865982,0.7303996086120605
3858,1760610503.3495896,12345600,-0.06051206216216087,0.733976423740387
3859,1760610504.0101643,12348800,-0.060454364866018295,0.72989821434021
3860,1760610504.8482187,12352000,-0.06057474762201309,0.7562286257743835
3861,1760610505.7595186,12355200,-0.0607612319290638,0.7417817711830139
3862,1760610506.347524,12358400,-0.06014198437333107,0.7134169936180115
3863,1760610506.9496877,12361600,-0.05991077050566673,0.7151472568511963
3864,1760610507.5818257,12364800,-0.06008017435669899,0.7181547284126282
3865,1760610508.1432726,12368000,-0.06042245030403137,0.7091391086578369
3866,1760610508.823504,12371200,-0.06034562736749649,0.7337858080863953
3867,1760610509.4145904,12374400,-0.06067323684692383,0.7297337055206299
3868,1760610510.1190917,12377600,-0.060623809695243835,0.7308564782142639
3869,1760610510.8662624,12380800,-0.06027165800333023,0.7461720108985901
3870,1760610511.6429696,12384000,-0.06009267643094063,0.7348673939704895
3871,1760610512.4295146,12387200,-0.06038014590740204,0.7308471202850342
3872,1760610513.0529194,12390400,-0.06058456748723984,0.7392092347145081
3873,1760610513.8162673,12393600,-0.060576096177101135,0.7480103373527527
3874,1760610514.4124918,12396800,-0.060424357652664185,0.709623396396637
3875,1760610514.9287224,12400000,-0.06043272837996483,0.716410219669342
3876,1760610515.6933982,12403200,-0.06053556129336357,0.7120206356048584
3877,1760610516.6581028,12406400,-0.0602462999522686,0.7260584235191345
3878,1760610517.1998012,12409600,-0.060564085841178894,0.7279703617095947
3879,1760610517.8670397,12412800,-0.060700684785842896,0.7266300916671753
3880,1760610518.5884166,12416000,-0.0607336089015007,0.740222156047821
3881,1760610519.1032426,12419200,-0.06058530882000923,0.7078723311424255
3882,1760610519.9455688,12422400,-0.061077360063791275,0.7397890686988831
3883,1760610520.6149077,12425600,-0.060652971267700195,0.7149169445037842
3884,1760610521.2368853,12428800,-0.06039614975452423,0.7026398181915283
3885,1760610521.9645367,12432000,-0.060124073177576065,0.7434619069099426
3886,1760610522.5855713,12435200,-0.06035107001662254,0.7360063195228577
3887,1760610523.2594786,12438400,-0.06051700934767723,0.7125721573829651
3888,1760610523.8877726,12441600,-0.06052631884813309,0.7349259853363037
3889,1760610524.661695,12444800,-0.06067919731140137,0.7217079401016235
3890,1760610525.2594883,12448000,-0.06129765138030052,0.7146619558334351
3891,1760610525.807002,12451200,-0.06126682832837105,0.7241703867912292
3892,1760610526.3839507,12454400,-0.060955289751291275,0.7223960757255554
3893,1760610527.0052662,12457600,-0.06100582703948021,0.7238209247589111
3894,1760610527.6179256,12460800,-0.060635242611169815,0.7229732275009155
3895,1760610528.1232755,12464000,-0.060625530779361725,0.7326509356498718
3896,1760610528.019428,12467200,-0.06083846092224121,0.7276779413223267
3897,1760610528.76353,12470400,-0.06105824559926987,0.7104803323745728
3898,1760610529.4149866,12473600,-0.061011359095573425,0.7199461460113525
3899,1760610530.083127,12476800,-0.060787610709667206,0.7345981001853943
3900,1760610530.5747385,12480000,-0.06007549166679382,0.7173477411270142
3901,1760610531.1936073,12483200,-0.06047533079981804,0.7068766951560974
3902,1760610531.9109614,12486400,-0.060763102024793625,0.7248260378837585
3903,1760610532.639054,12489600,-0.06057175621390343,0.7093813419342041
3904,1760610533.601649,12492800,-0.06066054850816727,0.7228296399116516
3905,1760610534.2520027,12496000,-0.0606776662170887,0.7637885808944702
3906,1760610534.8406856,12499200,-0.06105579435825348,0.7081584334373474
3907,1760610535.4553254,12502400,-0.06081436574459076,0.7221606373786926
3908,1760610535.9426198,12505600,-0.060816191136837006,0.7178279161453247
3909,1760610536.504536,12508800,-0.06045251712203026,0.7093770503997803
3910,1760610537.0845325,12512000,-0.060952965170145035,0.7067378759384155
3911,1760610537.8567479,12515200,-0.06125346198678017,0.7314279675483704
3912,1760610538.4038,12518400,-0.06140194833278656,0.7016459703445435
3913,1760610538.9304338,12521600,-0.06109863147139549,0.7211718559265137
3914,1760610539.5339727,12524800,-0.0614551343023777,0.7211284041404724
3915,1760610540.2456684,12528000,-0.061658620834350586,0.7328668832778931
3916,1760610540.969721,12531200,-0.061567600816488266,0.7830745577812195
3917,1760610541.6078575,12534400,-0.06166364625096321,0.7687497735023499
3918,1760610542.3445048,12537600,-0.06157565489411354,0.7410146594047546
3919,1760610542.9602966,12540800,-0.061359014362096786,0.7269175052642822
3920,1760610543.5320716,12544000,-0.06130765751004219,0.7722108364105225
3921,1760610544.1239817,12547200,-0.06131104379892349,0.7056589722633362
3922,1760610544.9329271,12550400,-0.0607648529112339,0.7478249073028564
3923,1760610545.5051682,12553600,-0.0608016736805439,0.7139955163002014
3924,1760610546.2165425,12556800,-0.060496605932712555,0.7312834858894348
3925,1760610546.935815,12560000,-0.06034674122929573,0.7316469550132751
3926,1760610547.6447608,12563200,-0.06019517406821251,0.7124072313308716
3927,1760610548.2694154,12566400,-0.06030033156275749,0.694017767906189
3928,1760610549.1097765,12569600,-0.06026993691921234,0.7377534508705139
3929,1760610549.76703,12572800,-0.06033892557024956,0.7091007232666016
3930,1760610550.4199317,12576000,-0.06060943752527237,0.7091031670570374
3931,1760610551.0098007,12579200,-0.06070229038596153,0.7294462323188782
3932,1760610551.6873074,12582400,-0.06119655445218086,0.709489643573761
3933,1760610552.4785564,12585600,-0.061086926609277725,0.7284526228904724
3934,1760610553.2379787,12588800,-0.06133471801877022,0.7315937876701355
3935,1760610553.9272287,12592000,-0.061552491039037704,0.7011086940765381
3936,1760610554.6016068,12595200,-0.061657797545194626,0.7302030324935913
3937,1760610555.531184,12598400,-0.06259313225746155,0.7336124181747437
3938,1760610556.306772,12601600,-0.06284371763467789,0.7580389380455017
3939,1760610556.972736,12604800,-0.06242258846759796,0.7093198895454407
3940,1760610557.7334983,12608000,-0.062290042638778687,0.7100303173065186
3941,1760610558.2792091,12611200,-0.061971407383680344,0.712695837020874
3942,1760610559.1105082,12614400,-0.06153673306107521,0.7466522455215454
3943,1760610559.7658775,12617600,-0.06188834831118584,0.7387039065361023
3944,1760610559.6113026,12620800,-0.06152540072798729,0.7257224321365356
3945,1760610560.2653162,12624000,-0.06182275712490082,0.7049643993377686
3946,1760610561.1821485,12627200,-0.061711281538009644,0.7034410834312439
3947,1760610561.8124392,12630400,-0.06152020022273064,0.7294595837593079
3948,1760610562.498131,12633600,-0.061524249613285065,0.7359979748725891
3949,1760610563.2635503,12636800,-0.06149063631892204,0.744840145111084
3950,1760610564.2052643,12640000,-0.061344318091869354,0.7363874912261963
3951,1760610564.8977349,12643200,-0.06130875274538994,0.7204443216323853
3952,1760610565.548851,12646400,-0.06117108836770058,0.7406144738197327
3953,1760610566.4350402,12649600,-0.061119988560676575,0.6990200877189636
3954,1760610567.1533937,12652800,-0.06143500283360481,0.7063525319099426
3955,1760610567.7968159,12656000,-0.06132134422659874,0.7150273323059082
3956,1760610568.4654722,12659200,-0.06155668571591377,0.7409336566925049
3957,1760610569.1241992,12662400,-0.06186938285827637,0.7279971241950989
3958,1760610569.6077538,12665600,-0.06199081242084503,0.7046495676040649
3959,1760610570.4222808,12668800,-0.06151231378316879,0.7187706828117371
3960,1760610571.175141,12672000,-0.06145237013697624,0.7268698215484619
3961,1760610571.774745,12675200,-0.06183181703090668,0.6945138573646545
3962,1760610572.5456233,12678400,-0.062443628907203674,0.704596996307373
3963,1760610573.1926188,12681600,-0.06249552220106125,0.7293359637260437
3964,1760610573.838003,12684800,-0.06231284514069557,0.7097375988960266
3965,1760610574.5362437,12688000,-0.062176480889320374,0.7035785913467407
3966,1760610575.117473,12691200,-0.06202268600463867,0.7271232008934021
3967,1760610575.7974787,12694400,-0.06198102608323097,0.7169236540794373
3968,1760610576.533832,12697600,-0.062079817056655884,0.6972876191139221
3969,1760610577.0921428,12700800,-0.06234331429004669,0.7204943299293518
3970,1760610577.768524,12704000,-0.06247405707836151,0.7130664587020874
3971,1760610578.3464384,12707200,-0.06225079670548439,0.7073842883110046
3972,1760610578.9720464,12710400,-0.06240374594926834,0.7427055239677429
3973,1760610579.7993505,12713600,-0.06263083219528198,0.7006629705429077
3974,1760610580.4926777,12716800,-0.06245201453566551,0.7152791619300842
3975,1760610581.099009,12720000,-0.06219661608338356,0.7286950945854187
3976,1760610581.87567,12723200,-0.0623348243534565,0.7633359432220459
3977,1760610582.5702543,12726400,-0.0626152902841568,0.7351924180984497
3978,1760610583.2082472,12729600,-0.06236167997121811,0.7694141864776611
3979,1760610583.9080667,12732800,-0.061876676976680756,0.7504503130912781
3980,1760610584.6574168,12736000,-0.06186565384268761,0.7483237981796265
3981,1760610585.2883441,12739200,-0.0619812048971653,0.7163441181182861
3982,1760610585.9446611,12742400,-0.06177382543683052,0.7299376726150513
3983,1760610586.5101736,12745600,-0.06155957281589508,0.7446594834327698
3984,1760610587.180825,12748800,-0.061679545789957047,0.7439720630645752
3985,1760610587.7193341,12752000,-0.061718035489320755,0.7320976257324219
3986,1760610588.5651615,12755200,-0.061324890702962875,0.705762505531311
3987,1760610589.1743925,12758400,-0.061213549226522446,0.6964101195335388
3988,1760610589.8179512,12761600,-0.06111457943916321,0.7345589995384216
3989,1760610590.48395,12764800,-0.06107774376869202,0.7108345031738281
3990,1760610591.189867,12768000,-0.0609605498611927,0.7274639010429382
3991,1760610591.1196887,12771200,-0.06094367802143097,0.7214003205299377
3992,1760610591.7801445,12774400,-0.061211954802274704,0.7510446310043335
3993,1760610592.3487847,12777600,-0.060704074800014496,0.7465773224830627
3994,1760610592.9390411,12780800,-0.06103406846523285,0.7435314059257507
3995,1760610593.5848725,12784000,-0.06124275177717209,0.7242079377174377
3996,1760610594.2292676,12787200,-0.060877930372953415,0.7282207012176514
3997,1760610594.7638404,12790400,-0.06112385168671608,0.7226330041885376
3998,1760610595.3544798,12793600,-0.061469364911317825,0.710048496723175
3999,1760610595.855673,12796800,-0.06132175400853157,0.7094652056694031
4000,1760610596.5526745,12800000,-0.06136630102992058,0.713481605052948
4001,1760610597.2422915,12803200,-0.06093907356262207,0.71880042552948
4002,1760610597.938751,12806400,-0.0609084852039814,0.7225461006164551
4003,1760610598.728196,12809600,-0.06128711625933647,0.708752453327179
4004,1760610599.2701495,12812800,-0.061402879655361176,0.7262439727783203
4005,1760610599.9162192,12816000,-0.061019167304039,0.7172667980194092
4006,1760610600.621101,12819200,-0.06051534041762352,0.7143694162368774
4007,1760610601.1943884,12822400,-0.06035767123103142,0.701011061668396
4008,1760610601.8879025,12825600,-0.06046992167830467,0.7059258222579956
4009,1760610602.437545,12828800,-0.060171939432621,0.7417158484458923
4010,1760610603.0017676,12832000,-0.06006242334842682,0.7115397453308105
4011,1760610603.6275377,12835200,-0.059997644275426865,0.7237740159034729
4012,1760610604.2642436,12838400,-0.05968116223812103,0.7152039408683777
4013,1760610604.9839811,12841600,-0.05940815433859825,0.7394863367080688
4014,1760610605.553792,12844800,-0.059400785714387894,0.7025197744369507
4015,1760610606.2941446,12848000,-0.05926811322569847,0.7243320941925049
4016,1760610606.821387,12851200,-0.05941406637430191,0.7322577834129333
4017,1760610607.4282503,12854400,-0.05962549149990082,0.7277456521987915
4018,1760610608.1408498,12857600,-0.05974886566400528,0.7210033535957336
4019,1760610608.7067115,12860800,-0.05954495444893837,0.7039649486541748
4020,1760610609.2564986,12864000,-0.059646643698215485,0.7207356095314026
4021,1760610609.8793297,12867200,-0.05977471172809601,0.7308906316757202
4022,1760610610.410724,12870400,-0.05988621711730957,0.7393094897270203
4023,1760610611.0587819,12873600,-0.05964552238583565,0.72796630859375
4024,1760610611.8170805,12876800,-0.06011499464511871,0.7037667632102966
4025,1760610612.5649242,12880000,-0.06060231849551201,0.6949262022972107
4026,1760610613.3524177,12883200,-0.060804396867752075,0.7013617157936096
4027,1760610613.8888228,12886400,-0.06074987351894379,0.7095721960067749
4028,1760610614.737659,12889600,-0.060790758579969406,0.7414824962615967
4029,1760610615.3221252,12892800,-0.06079501658678055,0.7237423062324524
4030,1760610615.9181328,12896000,-0.06065545231103897,0.7531130909919739
4031,1760610616.4597614,12899200,-0.06112607568502426,0.7215126752853394
4032,1760610617.15613,12902400,-0.06101147085428238,0.7083339095115662
4033,1760610617.8466008,12905600,-0.06085283309221268,0.7260095477104187
4034,1760610618.5455604,12908800,-0.06056685373187065,0.7327408790588379
4035,1760610619.2323115,12912000,-0.06043257191777229,0.7238743305206299
4036,1760610619.989718,12915200,-0.06019781902432442,0.7404346466064453
4037,1760610620.7487245,12918400,-0.05976233631372452,0.711860716342926
4038,1760610621.3411765,12921600,-0.0600513331592083,0.6980084776878357
4039,1760610621.8699224,12924800,-0.06018414348363876,0.7107489705085754
4040,1760610622.522032,12928000,-0.060362812131643295,0.7154349684715271
4041,1760610622.3222003,12931200,-0.06085992231965065,0.7169724106788635
4042,1760610623.0938532,12934400,-0.0618303157389164,0.6963751912117004
4043,1760610623.9964926,12937600,-0.061384547501802444,0.7101732492446899
4044,1760610624.9791787,12940800,-0.06150192394852638,0.7126049995422363
4045,1760610625.5376873,12944000,-0.06119955703616142,0.7170529365539551
4046,1760610626.0474606,12947200,-0.06161164119839668,0.7260388731956482
4047,1760610626.642378,12950400,-0.06197496876120567,0.7277774214744568
4048,1760610627.23701,12953600,-0.06228312477469444,0.7335721850395203
4049,1760610627.9203749,12956800,-0.06253132224082947,0.7440639734268188
4050,1760610628.6376884,12960000,-0.06278537958860397,0.8091528415679932
4051,1760610629.2182488,12963200,-0.06334802508354187,0.7323588728904724
4052,1760610630.0407228,12966400,-0.06316430121660233,0.717119038105011
4053,1760610630.7018082,12969600,-0.06291994452476501,0.7323430776596069
4054,1760610631.4133363,12972800,-0.06239625811576843,0.7340511083602905
4055,1760610632.025162,12976000,-0.0624590665102005,0.7093942165374756
4056,1760610632.7153964,12979200,-0.06227637827396393,0.715569019317627
4057,1760610633.3928854,12982400,-0.06238967925310135,0.7155020236968994
4058,1760610634.156488,12985600,-0.062074147164821625,0.7162314653396606
4059,1760610634.7743852,12988800,-0.06206132099032402,0.7088882327079773
4060,1760610635.2910566,12992000,-0.06160902604460716,0.728391170501709
4061,1760610635.9758058,12995200,-0.061551064252853394,0.718366265296936
4062,1760610636.5711362,12998400,-0.06180088222026825,0.7284017205238342
4063,1760610637.3599844,13001600,-0.06181541457772255,0.7001641988754272
4064,1760610638.015389,13004800,-0.06175531819462776,0.7125939130783081
4065,1760610638.652085,13008000,-0.06185135990381241,0.7137805819511414
4066,1760610639.24096,13011200,-0.06191256642341614,0.7212240695953369
4067,1760610640.0170043,13014400,-0.06186477094888687,0.7149518728256226
4068,1760610640.8398204,13017600,-0.061598941683769226,0.7376396059989929
4069,1760610641.575441,13020800,-0.06167692691087723,0.7746970653533936
4070,1760610642.2829266,13024000,-0.06121848151087761,0.7569836378097534
4071,1760610642.8921964,13027200,-0.06147200986742973,0.7615931630134583
4072,1760610643.410118,13030400,-0.06121683493256569,0.7448455691337585
4073,1760610643.9790041,13033600,-0.06092254817485809,0.7138601541519165
4074,1760610644.5409305,13036800,-0.06081799417734146,0.7093612551689148
4075,1760610645.297985,13040000,-0.061045531183481216,0.7295660972595215
4076,1760610645.883016,13043200,-0.06062480807304382,0.736236035823822
4077,1760610646.4053237,13046400,-0.06039244681596756,0.7421419620513916
4078,1760610647.0381074,13049600,-0.06061255931854248,0.7280262112617493
4079,1760610647.6533833,13052800,-0.06072584539651871,0.7171708941459656
4080,1760610648.3168628,13056000,-0.06089380383491516,0.7059912085533142
4081,1760610648.8909833,13059200,-0.060745544731616974,0.6996116042137146
4082,1760610649.5326574,13062400,-0.06090456619858742,0.717765212059021
4083,1760610650.094084,13065600,-0.061238083988428116,0.7130119800567627
4084,1760610650.7306612,13068800,-0.06132779270410538,0.7217824459075928
4085,1760610651.3463671,13072000,-0.061398282647132874,0.7141894698143005
4086,1760610651.9733324,13075200,-0.061268676072359085,0.739928662776947
4087,1760610652.6781626,13078400,-0.061373911798000336,0.7431191802024841
4088,1760610653.4089208,13081600,-0.06115736812353134,0.7408565282821655
4089,1760610654.1583304,13084800,-0.06109432131052017,0.7142608761787415
4090,1760610654.052049,13088000,-0.06082098186016083,0.7418025135993958
4091,1760610654.7202182,13091200,-0.06097432225942612,0.7428547739982605
4092,1760610655.3713493,13094400,-0.06062941625714302,0.717232882976532
4093,1760610655.952967,13097600,-0.060743723064661026,0.7166616320610046
4094,1760610656.6172137,13100800,-0.060849592089653015,0.7048470973968506
4095,1760610657.1025612,13104000,-0.060697004199028015,0.7297121286392212
4096,1760610657.6827464,13107200,-0.06154640018939972,0.7183523774147034
4097,1760610658.2071252,13110400,-0.061506420373916626,0.7286398410797119
4098,1760610658.737289,13113600,-0.06080615520477295,0.7481275796890259
4099,1760610659.3721235,13116800,-0.06084764003753662,0.7387387156486511
4100,1760610659.9306748,13120000,-0.060955777764320374,0.7248275876045227
4101,1760610660.4901233,13123200,-0.06128726154565811,0.7118182182312012
4102,1760610661.023608,13126400,-0.06100667640566826,0.7196612358093262
4103,1760610661.7324016,13129600,-0.06092028319835663,0.7281163930892944
4104,1760610662.5018318,13132800,-0.06115249544382095,0.7461187243461609
4105,1760610663.012997,13136000,-0.061620522290468216,0.7233557105064392
4106,1760610663.6686249,13139200,-0.0617375373840332,0.7263690829277039
4107,1760610664.2192879,13142400,-0.06197245419025421,0.7125298976898193
4108,1760610664.766791,13145600,-0.061756208539009094,0.726477861404419
4109,1760610665.4904506,13148800,-0.06259077042341232,0.718329668045044
4110,1760610666.0080223,13152000,-0.06241695582866669,0.7109978199005127
4111,1760610666.5331237,13155200,-0.06200392544269562,0.7164145112037659
4112,1760610667.1273293,13158400,-0.0616198293864727,0.7034773230552673
4113,1760610667.7928011,13161600,-0.0614606998860836,0.6958620548248291
4114,1760610668.6309931,13164800,-0.061207324266433716,0.733113706111908
4115,1760610669.315147,13168000,-0.06186017021536827,0.7100017666816711
4116,1760610669.9997864,13171200,-0.06218975409865379,0.7017983198165894
4117,1760610670.550495,13174400,-0.062084365636110306,0.7002650499343872
4118,1760610671.3057027,13177600,-0.06225287914276123,0.7154535055160522
4119,1760610671.865299,13180800,-0.06226270645856857,0.7144418358802795
4120,1760610672.402858,13184000,-0.06207941472530365,0.7550197839736938
4121,1760610673.2081668,13187200,-0.06196938827633858,0.7225372195243835
4122,1760610674.0937715,13190400,-0.06199204549193382,0.7743146419525146
4123,1760610674.8859272,13193600,-0.06237808242440224,0.6949561834335327
4124,1760610675.5156817,13196800,-0.06212237477302551,0.7164553999900818
4125,1760610676.0697846,13200000,-0.061747655272483826,0.7139679193496704
4126,1760610676.6327605,13203200,-0.06201367452740669,0.7062246799468994
4127,1760610677.2092726,13206400,-0.06177394464612007,0.7125651836395264
4128,1760610677.8003435,13209600,-0.061784908175468445,0.7278617024421692
4129,1760610678.4120095,13212800,-0.06128320097923279,0.7362000346183777
4130,1760610679.285173,13216000,-0.061125174164772034,0.7384404540061951
4131,1760610679.7975042,13219200,-0.06096947565674782,0.7097373008728027
4132,1760610680.4389257,13222400,-0.060935501009225845,0.7216267585754395
4133,1760610681.2520227,13225600,-0.06121009215712547,0.7079530358314514
4134,1760610681.8585298,13228800,-0.061288122087717056,0.7244136333465576
4135,1760610682.379273,13232000,-0.061471596360206604,0.7129650115966797
4136,1760610683.1204302,13235200,-0.061098862439394,0.7329240441322327
4137,1760610683.9050817,13238400,-0.06066865473985672,0.7249295115470886
4138,1760610684.6228423,13241600,-0.06024891883134842,0.7203134298324585
4139,1760610685.3872404,13244800,-0.06038683280348778,0.7209112048149109
4140,1760610685.130444,13248000,-0.06017531082034111,0.7224305868148804
4141,1760610685.7240343,13251200,-0.059674233198165894,0.7170292735099792
4142,1760610686.5119479,13254400,-0.05909424647688866,0.7193974852561951
4143,1760610687.1665843,13257600,-0.05893156677484512,0.7311938405036926
4144,1760610687.8279598,13260800,-0.058877717703580856,0.7620126605033875
4145,1760610688.6227124,13264000,-0.05882424861192703,0.7217821478843689
4146,1760610689.3935442,13267200,-0.05877835303544998,0.7299938797950745
4147,1760610690.2610521,13270400,-0.05868549272418022,0.7288464307785034
4148,1760610690.9109402,13273600,-0.05842346325516701,0.7402751445770264
4149,1760610691.7752988,13276800,-0.058367084711790085,0.7226289510726929
4150,1760610692.29627,13280000,-0.05827164277434349,0.7218066453933716
4151,1760610692.912688,13283200,-0.05797722935676575,0.6966745257377625
4152,1760610693.6173105,13286400,-0.05837002769112587,0.7183771729469299
4153,1760610694.2291825,13289600,-0.058088529855012894,0.7331090569496155
4154,1760610694.7596343,13292800,-0.058310385793447495,0.7094184160232544
4155,1760610695.5565352,13296000,-0.05824534595012665,0.7295985221862793
4156,1760610696.2613623,13299200,-0.058222170919179916,0.7276275157928467
4157,1760610696.8179672,13302400,-0.0578390471637249,0.7364258766174316
4158,1760610697.3938103,13305600,-0.05806346982717514,0.7194106578826904
4159,1760610697.9708862,13308800,-0.05841582268476486,0.7236016988754272
4160,1760610698.544468,13312000,-0.05862781032919884,0.7147979140281677
4161,1760610699.1329305,13315200,-0.05883130058646202,0.6955037713050842
4162,1760610699.6674736,13318400,-0.05845244228839874,0.7365537881851196
4163,1760610700.333834,13321600,-0.058540597558021545,0.7389119863510132
4164,1760610701.19362,13324800,-0.05869827792048454,0.7200016975402832
4165,1760610701.770264,13328000,-0.05881970375776291,0.6974866390228271
4166,1760610702.337847,13331200,-0.05905969440937042,0.7169349193572998
4167,1760610703.0783978,13334400,-0.05897430330514908,0.7235358357429504
4168,1760610703.649726,13337600,-0.05962568148970604,0.7598236799240112
4169,1760610704.1570978,13340800,-0.05941366031765938,0.7610421776771545
4170,1760610704.719614,13344000,-0.059507545083761215,0.7645097970962524
4171,1760610705.4897065,13347200,-0.05924079939723015,0.7278842329978943
4172,1760610706.25975,13350400,-0.05892561748623848,0.7251066565513611
4173,1760610706.9030247,13353600,-0.05927983298897743,0.7261041402816772
4174,1760610707.4692786,13356800,-0.05931411683559418,0.7098519206047058
4175,1760610708.211762,13360000,-0.05915599688887596,0.7074227333068848
4176,1760610708.8681695,13363200,-0.05982903391122818,0.7121524214744568
4177,1760610709.6329567,13366400,-0.059817198663949966,0.7085676789283752
4178,1760610710.2235267,13369600,-0.059620488435029984,0.7394920587539673
4179,1760610710.9600148,13372800,-0.05988093465566635,0.7246295213699341
4180,1760610711.6636612,13376000,-0.059961363673210144,0.736274778842926
4181,1760610712.242515,13379200,-0.06015646457672119,0.7124466896057129
4182,1760610712.8262398,13382400,-0.05949274078011513,0.745089590549469
4183,1760610713.4436634,13385600,-0.05932234227657318,0.7151638269424438
4184,1760610714.0269685,13388800,-0.059331294149160385,0.7357041835784912
4185,1760610714.7188268,13392000,-0.059355899691581726,0.7072271704673767
4186,1760610715.3177702,13395200,-0.05936644226312637,0.7396541833877563
4187,1760610715.8807364,13398400,-0.05903582274913788,0.7341155409812927
4188,1760610716.7054284,13401600,-0.059393882751464844,0.7255303263664246
4189,1760610716.515902,13404800,-0.05931474268436432,0.7467010021209717
4190,1760610717.2295682,13408000,-0.059901345521211624,0.7076607346534729
4191,1760610717.8329165,13411200,-0.05945952236652374,0.7023277282714844
4192,1760610718.5564845,13414400,-0.05973877012729645,0.7106290459632874
4193,1760610719.305414,13417600,-0.059793099761009216,0.7288945913314819
4194,1760610719.9783936,13420800,-0.05999866500496864,0.7314622402191162
4195,1760610720.638874,13424000,-0.06000126898288727,0.7219495177268982
4196,1760610721.2768118,13427200,-0.05927376449108124,0.7062652707099915
4197,1760610721.996054,13430400,-0.059579525142908096,0.7242307066917419
4198,1760610722.8100634,13433600,-0.059729792177677155,0.7184817790985107
4199,1760610723.3863068,13436800,-0.059830185025930405,0.6814517378807068
4200,1760610724.1344378,13440000,-0.05995718017220497,0.7316461801528931
4201,1760610724.9344554,13443200,-0.059510402381420135,0.7261889576911926
4202,1760610725.557972,13446400,-0.05916694179177284,0.7175678014755249
4203,1760610726.1770718,13449600,-0.05893779918551445,0.7242682576179504
4204,1760610726.7590714,13452800,-0.05849317088723183,0.7386913895606995
4205,1760610727.39799,13456000,-0.05849600210785866,0.7611697316169739
4206,1760610728.0411577,13459200,-0.05858388543128967,0.7482231259346008
4207,1760610728.8153377,13462400,-0.058229051530361176,0.7228535413742065
4208,1760610729.413554,13465600,-0.058171242475509644,0.7186942100524902
4209,1760610730.1905608,13468800,-0.057693395763635635,0.7175244688987732
4210,1760610730.7333224,13472000,-0.05757084861397743,0.7216483950614929
4211,1760610731.3138797,13475200,-0.05773307755589485,0.7111256122589111
4212,1760610732.0655494,13478400,-0.057922158390283585,0.6990867853164673
4213,1760610732.597537,13481600,-0.058438681066036224,0.7156197428703308
4214,1760610733.217944,13484800,-0.058270812034606934,0.7294332385063171
4215,1760610733.7449405,13488000,-0.057905588299036026,0.708766758441925
4216,1760610734.4926918,13491200,-0.057698000222444534,0.7313510775566101
4217,1760610735.084786,13494400,-0.05762281268835068,0.7220847606658936
4218,1760610735.8223965,13497600,-0.05736313387751579,0.7362617254257202
4219,1760610736.6485064,13500800,-0.05762374773621559,0.7232344746589661
4220,1760610737.173936,13504000,-0.05760633572936058,0.7265872955322266
4221,1760610737.7370133,13507200,-0.05764305219054222,0.7258935570716858
4222,1760610738.416135,13510400,-0.058069728314876556,0.7129551768302917
4223,1760610739.288368,13513600,-0.057479377835989,0.7422840595245361
4224,1760610739.8032773,13516800,-0.057465262711048126,0.7314962148666382
4225,1760610740.42237,13520000,-0.05738110467791557,0.7162752747535706
4226,1760610741.069981,13523200,-0.0571494922041893,0.7074618339538574
4227,1760610741.7220461,13526400,-0.05746489390730858,0.7298691272735596
4228,1760610742.350641,13529600,-0.05701836943626404,0.7241502404212952
4229,1760610742.9382606,13532800,-0.0572381392121315,0.7200754284858704
4230,1760610743.5685575,13536000,-0.057721175253391266,0.7140954732894897
4231,1760610744.1128974,13539200,-0.05736774951219559,0.746470034122467
4232,1760610744.648381,13542400,-0.05742030218243599,0.7236678600311279
4233,1760610745.3355474,13545600,-0.05753784254193306,0.7348676323890686
4234,1760610745.8582528,13548800,-0.057601556181907654,0.7336521744728088
4235,1760610746.4723988,13552000,-0.05772137641906738,0.7297428846359253
4236,1760610747.2041855,13555200,-0.05825410038232803,0.7237091660499573
4237,1760610748.036542,13558400,-0.05854665860533714,0.7353752851486206
4238,1760610748.535264,13561600,-0.05868024006485939,0.7313091158866882
4239,1760610748.452936,13564800,-0.05839524418115616,0.7214983105659485
4240,1760610749.2621145,13568000,-0.058650460094213486,0.6933338046073914
4241,1760610749.7980227,13571200,-0.059022702276706696,0.7313505411148071
4242,1760610750.3975444,13574400,-0.05921488627791405,0.7312695384025574
4243,1760610750.938168,13577600,-0.05952167883515358,0.7473692893981934
4244,1760610751.514886,13580800,-0.059706106781959534,0.731546938419342
4245,1760610752.2356231,13584000,-0.05974292382597923,0.7558064460754395
4246,1760610752.896682,13587200,-0.059692345559597015,0.7215251326560974
4247,1760610753.60705,13590400,-0.05950149893760681,0.723111629486084
4248,1760610754.3694365,13593600,-0.05945179611444473,0.7166488170623779
4249,1760610754.9510722,13596800,-0.059300340712070465,0.7262129187583923
4250,1760610755.5748403,13600000,-0.05962545424699783,0.7134523987770081
4251,1760610756.1050076,13603200,-0.059605952352285385,0.7306762933731079
4252,1760610756.6684844,13606400,-0.05939069390296936,0.7343347072601318
